FPA,91
NUR,726
INL,373
PRM,648
AMS,420
PAD,738
FPA,292
COA,830
ARB,451
MUA,72
FAP,554
COA,25
HCM,970
GDP,166
CHM,884
RMC,494
ENL,868
GEM,29
BIO,732
NGO,788
HTM,768
HUT,532
HTM,169
BAD,290
MEN,382
MEN,344
MUS,487
LIR,515
HSM,391
PHL,728
ENR,941
ENG,756
CEN,204
EDU,492
FAP,641
PAD,835
CHM,13
MIS,951
RMC,845
ARB,582
INL,205
ACS,994
MLU,96
COA,66
GEM,95
LTN,301
MUE,333
HEA,591
MAT,410
GEM,3
ENR,475
LIR,71
FAP,698
LIR,230
CSC,731
TTM,932
GEM,889
HUT,582
MAT,72
ECN,445
CHM,425
EPM,847
MEN,658
MAA,68
HSM,747
EPM,467
EDU,846
CPL,682
MUA,755
PES,823
FBM,78
LIR,241
CSC,390
BIO,444
FPA,850
BIO,999
INT,785
ITL,900
GEO,782
MGT,660
IAF,643
PAD,854
NTR,478
BIO,604
SPA,13
SPA,117
MLU,679
CHM,8
NGO,390
FTP,152
MEN,264
RMC,128
TTM,937
EEN,661
FAC,48
CPL,533
EDU,255
EDU,123
NGO,517
MUS,16
LAW,806
HEA,241
ADM,420
INL,489
LAW,722
PHS,292
LTN,763
INT,95
MUE,224
FPA,184
MAA,422
LIR,931
GEM,136
EPM,186
HSM,203
SPA,503
CEN,433
MIS,17
EPM,148
CPL,537
IAF,774
ENR,626
MUS,654
MIS,215
LAW,194
IDP,82
GEM,557
TRA,748
PDP,684
LIR,744
NUR,708
AST,167
NGO,472
PSL,664
EDU,960
LAW,208
PDP,224
EDU,505
CSC,380
IAF,320
ADM,78
LAW,264
NTR,890
FAP,776
FTP,537
PRM,470
SPA,339
MAD,561
COA,111
GEO,561
MAA,299
INL,76
PHL,185
CJS,493
MRK,737
FAC,117
PDP,559
SPA,369
SPA,881
CPL,912
TTM,685
BAD,158
CPL,781
AMS,351
HSM,154
BAF,213
PDP,191
EPM,517
TTM,608
NUR,3
BAD,993
ARP,615
POS,170
FTP,619
TRA,158
FTP,155
FPA,884
SOL,254
STA,266
HCM,647
PSL,950
HEA,24
ENL,135
ADM,48
GDP,610
COA,791
EPM,899
MAT,620
LTN,542
SPA,685
FPA,353
GDP,49
INL,336
HUT,753
LTN,365
SOL,867
PAD,473
MRK,584
AMS,177
PRM,261
TRA,994
FRC,357
OPR,297
CHM,496
FPA,647
NUR,920
ARB,187
FBM,977
EDU,231
ENG,318
EPM,22
EPM,320
CPL,1
FAC,37
SOL,628
BIO,645
ACO,508
MGT,943
HEA,18
MUA,864
CPL,214
PHS,251
POS,893
ACO,630
ARP,374
ITL,108
CHM,843
FRC,422
MUM,892
BAD,878
MUA,966
COA,426
IAF,104
ACS,661
JOU,541
FPA,669
MAA,836
MEN,745
LIR,982
HCM,589
FAC,575
CSC,817
MEN,886
ADM,430
FAP,474
FPA,181
LTN,628
SOL,881
HIT,900
FBM,100
FTP,217
GDP,326
MAT,802
HSM,63
FRC,740
NTR,687
RMC,708
FAP,555
RMC,201
AMS,796
HUT,799
PRM,579
JOU,503
RMC,671
NGO,133
FBM,907
NGO,532
LAW,980
ENG,466
NUR,466
FRC,414
ENG,642
EPM,484
MGT,109
IDP,439
BIO,117
LAW,579
NTR,70
HCM,645
PHS,421
PES,83
MLT,835
RMC,970
BIO,459
CHM,527
MAA,385
FTP,752
CEN,128
CEN,934
HSM,517
AST,20
HTM,78
FAP,662
EDU,776
ENG,796
FAP,283
IAF,907
MEN,982
HEA,16
AMS,272
MRK,150
RMC,842
IDP,189
REG,426
REG,266
GDP,9
CJS,87
FEN,135
ACO,197
FEN,460
CPL,848
ENR,969
SPA,178
POS,439
BIO,8
HEA,92
ITL,212
LTN,272
NGO,257
STA,994
HSM,359
FTP,522
HSM,345
PRM,318
REG,591
HTM,721
CPL,444
ACO,383
COA,983
GEO,578
CSC,16
NGO,975
ENR,657
BAD,191
MLT,347
TTM,654
MAT,978
POS,736
PAD,212
FAC,463
LAW,136
ENG,113
HTM,436
BAF,764
BAD,606
MLU,261
HIT,823
JOU,806
ARB,120
MIS,784
ARB,596
TTM,655
AMS,912
MGT,280
FAC,595
TTM,695
INT,7
FAC,426
PDP,144
ARP,62
CPL,778
MAD,460
NUR,573
MAD,858
GIS,84
FRC,767
MLT,762
NTR,316
IDP,868
LTN,902
FPA,409
FPA,303
LAW,189
ENL,104
PDP,546
NTR,978
MAD,670
CSC,745
MUS,516
EDU,243
MUA,606
CHM,397
PES,211
MUM,11
NTR,806
MAT,914
MGT,443
ARB,121
PAD,215
LTN,376
INT,555
BAD,432
FAC,405
MUM,583
POS,322
CSC,782
ADM,188
COA,728
EEN,560
GEM,243
CJS,266
ARP,720
EEN,488
BIO,216
HSM,878
MRK,619
CJS,908
PHS,528
PAD,430
FAP,288
PSL,384
IAF,672
SPA,280
ARP,439
ARP,894
LAW,821
MUA,648
AMS,121
CHM,771
COA,708
GDP,902
FBM,528
SOL,389
MLU,660
FAC,665
REG,908
HTM,809
MUS,937
MAT,328
PHS,347
SPA,216
CHM,722
ACO,127
ENL,658
BAD,577
PRM,818
ENR,133
CPL,866
MRK,70
PHS,878
RMC,501
MAD,908
REG,136
NGO,619
PHL,560
MGT,657
AST,703
GEO,866
GEO,900
ECN,369
RMC,116
PSL,528
ACO,948
PRM,918
TRA,831
CJS,618
BAD,5
TTM,927
NTR,68
NTR,358
LTN,284
ITL,720
AMS,731
GEO,807
SPA,478
FAC,202
HSM,893
ENL,677
MAT,147
GEM,40
MEN,618
BAD,39
REG,677
LAW,807
AMS,168
FAC,412
MLU,147
HEA,144
INL,101
GDP,655
LIR,280
IAF,498
FEN,301
FBM,451
REG,586
MGT,145
HUT,751
HTM,121
MRK,101
SOL,445
INL,170
ARB,740
PDP,830
POS,305
TTM,466
STA,583
PDP,979
NUR,977
ENL,933
EPM,720
PSL,84
NGO,381
MUM,788
EPM,979
CEN,171
HTM,676
MRK,451
EEN,306
CPL,363
GDP,590
ARP,359
FEN,199
EPM,961
PDP,750
MLT,252
MGT,5
HUT,626
LTN,915
POS,793
PHL,945
ACO,501
OPR,216
EDU,498
ENG,156
AMS,632
HEA,608
CSC,500
PSL,344
TTM,171
HSM,119
HCM,672
FEN,771
ARB,52
RMC,589
HUT,853
ENG,515
IDP,714
REG,156
PES,351
HTM,203
JOU,732
MAA,404
CJS,634
EDU,500
INL,853
GEM,676
PRM,922
RMC,755
MLU,676
EDU,782
MLU,922
MAA,178
ACO,714
TTM,203
HUT,306
RMC,688
INT,53
TRA,519
IAF,552
HEA,954
ACO,214
FAP,690
FRC,431
CPL,501
AMS,191
ENR,515
MAA,363
AMS,719
MUM,912
NTR,924
CJS,357
HEA,389
PRM,943
NGO,690
LIR,139
FEN,551
HTM,951
EEN,352
ENR,519
COA,952
PRM,7
INT,927
MEN,5
FTP,111
MUE,344
CSC,952
FTP,742
STA,632
MGT,503
GDP,842
ENS,11
CPL,961
ENS,695
LTN,672
HEA,634
FTP,411
MRK,886
FEN,429
HIT,147
GDP,110
LIR,909
ARP,438
AST,21
TRA,952
ACS,987
LTN,242
STA,668
NGO,751
ECN,586
TTM,412
NUR,608
CHM,389
CHM,384
CPL,856
EEN,668
REG,21
HUT,516
RMC,491
STA,618
LTN,886
IAF,597
EPM,542
FAP,357
BAD,856
ACO,632
BAD,107
INL,242
COA,930
TTM,945
STA,491
FAC,491
RMC,930
MUM,20
ARB,560
